all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,usd_defl_2014,year,project_title,recipient_condensed,round_coded
Zimbabwe,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Willowvale, Harare, Zimbabwe",0.0,0.0,Zimbabwe,678549.0,2009,"China provides $500,000 grant to Zimbabwe for food aid",Zimbabwe,ChinatoAfrica
Mauritius,Government and Civil Society,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,17190664.903614458,2010,China Provides Leadership Training for Mauritius,Mauritius,ChinatoAfrica
Mauritius,Government and Civil Society,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,3187.0,2010,China Sponsors Public Administration Seminar for Mauritian Ministry of Civil Service,Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.16667,57.525,Port Louis District,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.25,57.56667,Moka District,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.23333,57.71667,Flacq District,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.22611,57.73611,Ecroignard,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.24494,57.49163,Ebene City,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.18694,57.4875,Les Guibies,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.20619,57.48553,Soreze,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.22833,57.54389,Verdun,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.12611,57.52444,Terre Rouge,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.02083,57.57222,Sottise,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.2275,57.4925,Le Réduit,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.06444,57.62583,Forbach,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.16194,57.49889,Port Louis,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.18972,57.71444,Centre de Flacq,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.15722,57.48528,Caudan Basin,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Mauritius,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"China-Africa Development Fund, Government Agency",Development,Port Louis,-20.19443,57.48339,Grewals Lane,1061567021.0,2009,"East-West Corridor, Ring Road, Bus Way, and Harbour Bridge",Mauritius,ChinatoAfrica
Zimbabwe,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Mahusekwa, Mashonaland East, Zimbabwe",-18.30404,31.19832,Mahusekwa,16275319.0,2007,Chinese-Zimbabwean friendship hospital worth 10 million USD,Zimbabwe,ChinatoAfrica
Zimbabwe,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Chiwaridzo Primary School , Bindura, Zimbabwe",-17.82772,31.05337,Harare,2035648.0,2009,Chinese built 1.5 million USD primary school at Bindura,Zimbabwe,ChinatoAfrica
Zimbabwe,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Chiwaridzo Primary School , Bindura, Zimbabwe",-17.30192,31.33056,Bindura,2035648.0,2009,Chinese built 1.5 million USD primary school at Bindura,Zimbabwe,ChinatoAfrica
Zimbabwe,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Chiwaridzo Primary School , Bindura, Zimbabwe",-17.83028,30.98222,Warren Park,2035648.0,2009,Chinese built 1.5 million USD primary school at Bindura,Zimbabwe,ChinatoAfrica
Zimbabwe,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-17.68333,30.86667,Gwebi Agricultural College,50746213.31132075,2009,Senior Chinese agricultural experts offer technical assistance to Zimbabwe,Zimbabwe,ChinatoAfrica
Zimbabwe,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zimbabwe,50746213.31132075,2009,Senior Chinese agricultural experts offer technical assistance to Zimbabwe,Zimbabwe,ChinatoAfrica
Mauritius,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.16301,57.50457,Newton Tower,17190664.903614458,2010,China Provides Books and Publications for the Mauritian Ministry of Foreign Affairs,Mauritius,ChinatoAfrica
Mauritius,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,17190664.903614458,2010,China Provides Books and Publications for the Mauritian Ministry of Foreign Affairs,Mauritius,ChinatoAfrica
Mauritius,Government and Civil Society,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,17190664.903614458,2009,China Provides Training for the Mauritian Ministry of Foreign Affairs,Mauritius,ChinatoAfrica
Mauritius,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,32472457.33950617,2009,China Provides ICT Training Course for Mauritius,Mauritius,ChinatoAfrica
Mauritius,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,16985.0,2009,China provides Scholarships for Two Masters in Public Policy and Public Administration,Mauritius,ChinatoAfrica
Mauritius,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.16301,57.50457,Newton Tower,17190664.903614458,2009,China Donates Computer Equipment to Mauritius,Mauritius,ChinatoAfrica
Mauritius,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,17190664.903614458,2009,China Donates Computer Equipment to Mauritius,Mauritius,ChinatoAfrica
Mauritius,Trade and Tourism,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.16194,57.49889,Port Louis,5327.0,2005,China sponsors Tourism Seminar for Mauritian Ministry of Tourism,Mauritius,ChinatoAfrica
Mauritius,Trade and Tourism,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,5327.0,2005,China sponsors Tourism Seminar for Mauritian Ministry of Tourism,Mauritius,ChinatoAfrica
Mauritius,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,44712.0,2006,China donates equipment to Ministry of Youth,Mauritius,ChinatoAfrica
Mauritius,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,17190664.903614458,2005,China Donates Vehicles to Police in Mauritius,Mauritius,ChinatoAfrica
Mauritius,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.16194,57.49889,Port Louis,55457.0,2004,China donates computers to the Mauritian President and PM,Mauritius,ChinatoAfrica
Mauritius,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.22869,57.48757,The Château of Réduit,55457.0,2004,China donates computers to the Mauritian President and PM,Mauritius,ChinatoAfrica
Mauritius,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,55457.0,2004,China donates computers to the Mauritian President and PM,Mauritius,ChinatoAfrica
Mauritius,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.16418,57.50515,Emmanuel Anquetil Building,14539.0,2004,China donates sports equipment to Ministry of Youth,Mauritius,ChinatoAfrica
Mauritius,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mauritius,14539.0,2004,China donates sports equipment to Ministry of Youth,Mauritius,ChinatoAfrica
Niger,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,13.51366,2.1098,Niamey,1857678.0,2010,China donates emergency food aid to Niger,Niger,ChinatoAfrica
Niger,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,1857678.0,2010,China donates emergency food aid to Niger,Niger,ChinatoAfrica
Niger,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,558553.0,2005,China donates Cash Assistance to offset Food Crisis,Niger,ChinatoAfrica
Mauritius,Communications,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,EbÍÎne,-20.24494,57.49163,Ebene City,5493468.0,2001,"China loans Mauritius 20 million CNY for MBC construction (linked to ID #21229, ID #20104, ID #1144, ID #20089) ",Mauritius,ChinatoAfrica
Mauritius,Communications,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,EbÍÎne,-20.22473,57.49658,Mauritius Broadcasting Corporation,5493468.0,2001,"China loans Mauritius 20 million CNY for MBC construction (linked to ID #21229, ID #20104, ID #1144, ID #20089) ",Mauritius,ChinatoAfrica
Mauritius,Other Social infrastructure and services,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Rose-Hill,-20.24194,57.47,Rose Hill,36087886.0,2003,China provides interest-free loan for Plaza Theatre in Mauritius,Mauritius,ChinatoAfrica
Mauritius,Other Social infrastructure and services,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Rose-Hill,-20.23988,57.47159,Plaza Theatre,36087886.0,2003,China provides interest-free loan for Plaza Theatre in Mauritius,Mauritius,ChinatoAfrica
Zimbabwe,Government and Civil Society,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-18.30404,31.19832,Mahusekwa,17190664.903614458,2010,Chinese selected Zimbabwean officials for training in China,Zimbabwe,ChinatoAfrica
Zimbabwe,Government and Civil Society,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-17.82772,31.05337,Harare,17190664.903614458,2010,Chinese selected Zimbabwean officials for training in China,Zimbabwe,ChinatoAfrica
Zimbabwe,Government and Civil Society,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-17.30192,31.33056,Bindura,17190664.903614458,2010,Chinese selected Zimbabwean officials for training in China,Zimbabwe,ChinatoAfrica
Zimbabwe,Government and Civil Society,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-17.68333,30.86667,Gwebi Agricultural College,17190664.903614458,2010,Chinese selected Zimbabwean officials for training in China,Zimbabwe,ChinatoAfrica
Zimbabwe,Government and Civil Society,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zimbabwe,17190664.903614458,2010,Chinese selected Zimbabwean officials for training in China,Zimbabwe,ChinatoAfrica
Zimbabwe,Action Relating to Debt,Debt rescheduling,ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-19.0147,29.75026,NewZim Steel Private Limited,68775962.0,2010,China to reschedule Zimababwean company's debt,Zimbabwe,ChinatoAfrica
Zimbabwe,Action Relating to Debt,Debt rescheduling,ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Zimbabwe,68775962.0,2010,China to reschedule Zimababwean company's debt,Zimbabwe,ChinatoAfrica
Mauritius,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.16194,57.49889,Port Louis,74569551.5862069,2008,China Donates Flags for Independence Day to Mauritius,Mauritius,ChinatoAfrica
Mauritius,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.16895,57.51031,Champs de Mars,74569551.5862069,2008,China Donates Flags for Independence Day to Mauritius,Mauritius,ChinatoAfrica
Mauritius,Other Social infrastructure and services,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Port Louis,-20.16194,57.49889,Port Louis,74569551.5862069,2009,China sends annual cultural troup to Mauritius,Mauritius,ChinatoAfrica
Mauritius,Other Social infrastructure and services,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,Port Louis,0.0,0.0,Mauritius,74569551.5862069,2009,China sends annual cultural troup to Mauritius,Mauritius,ChinatoAfrica
Zimbabwe,Support to Non-governmental Organizations (NGOs) and Government Organizations,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-16.7,31.2,Mashonaland Central,12576981.0,2010,Zimbabwe miners' association received 10 million USD grant from China,Zimbabwe,ChinatoAfrica
Zimbabwe,Support to Non-governmental Organizations (NGOs) and Government Organizations,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.53333,29.28502,Filabusi,12576981.0,2010,Zimbabwe miners' association received 10 million USD grant from China,Zimbabwe,ChinatoAfrica
Zimbabwe,Support to Non-governmental Organizations (NGOs) and Government Organizations,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zimbabwe,12576981.0,2010,Zimbabwe miners' association received 10 million USD grant from China,Zimbabwe,ChinatoAfrica
Mauritius,Business and Other Services,Scholarships/training in the donor country,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Mixed,unknown,0.0,0.0,Mauritius,719082.0,2005,China Funds Seminar on Textiles and Office Equipment for Businesses in Mauritius,Mauritius,ChinatoAfrica
Mauritius,Water Supply and Sanitation,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Plaines Wilhelms, Port Louis",-20.3,57.48333,Plaines Wilhems District,50752311.0,2006,China issues second loan for Plaines Wilhelms Sewage Project Construction (linked #1099),Mauritius,ChinatoAfrica
Mauritius,Water Supply and Sanitation,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Plaines Wilhelms, Port Louis",-20.2175,57.4725,River Plaines Wilhems,50752311.0,2006,China issues second loan for Plaines Wilhelms Sewage Project Construction (linked #1099),Mauritius,ChinatoAfrica
Mauritius,Communications,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,EbÍÎne,-20.24494,57.49163,Ebene City,23069232.0,2006,China loans Mauritius 100 million CNY as part of large construction package,Mauritius,ChinatoAfrica
Mauritius,Communications,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,EbÍÎne,-20.22473,57.49658,Mauritius Broadcasting Corporation,23069232.0,2006,China loans Mauritius 100 million CNY as part of large construction package,Mauritius,ChinatoAfrica
Niger,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Niamey University,13.51366,2.1098,Niamey,955740.0,2002,China constructs classrooms for Niamey University,Niger,ChinatoAfrica
Niger,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,297665.0,2008,China donates Anti-Malarial Medicine,Niger,ChinatoAfrica
Niger,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,230692.0,2006,China donates Anti-Malaria Medicine to Niger,Niger,ChinatoAfrica
Niger,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,14300970.89090909,2011,China donates Anti-Malarial Medicine to Niger,Niger,ChinatoAfrica
Niger,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,14300970.89090909,2010,China donates medicine to Niger,Niger,ChinatoAfrica
Niger,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,534842.0,2007,China donates Chemical Fertilizer worth 2.5 million CNY,Niger,ChinatoAfrica
Niger,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,69210.0,2003,China donates Simultaneous Interpretation Equipment for Niger's Foreign Affairs Ministry,Niger,ChinatoAfrica
Niger,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,1365342.0,2002,China donates Supplies and Equipment for Youth Training,Niger,ChinatoAfrica
Niger,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,17190664.903614458,2010,China donates Office Supplies,Niger,ChinatoAfrica
Mozambique,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-25.96553,32.58322,Maputo,122064892.0,2007,First phase of Maputo International Airport Upgrade (Linked to Project ID #1222),Mozambique,EcologicallySensitive
Niger,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,50746213.31132075,2009,China donates Tractor Spare Parts,Niger,ChinatoAfrica
Niger,Developmental Food Aid/Food Security Assistance,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,13.51366,2.1098,Niamey,4182365.0,2007,China donates 500 metric tons of maize to Niger,Niger,ChinatoAfrica
Niger,Developmental Food Aid/Food Security Assistance,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Niger,4182365.0,2007,China donates 500 metric tons of maize to Niger,Niger,ChinatoAfrica
Zimbabwe,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Zimbabwe,32472457.33950617,2010,China completes middle school in Zimbabwe (linked to project ID#26654),Zimbabwe,ChinatoAfrica
Comoros,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-11.70216,43.25506,Moroni,3339182.0,2004,Renovation of the People's Palace in Moroni,Comoros,ChinatoAfrica
Comoros,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Anjouan,-12.25,44.41667,Ndzuwani,6771685.0,2010,China grants Comoros 2 billion CF for construction of hospital in Anjouan,Comoros,ChinatoAfrica
Comoros,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Anjouan,-12.25,44.41667,Anjouan Island,6771685.0,2010,China grants Comoros 2 billion CF for construction of hospital in Anjouan,Comoros,ChinatoAfrica
Cape Verde,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Monte Vaca,14.93152,-23.51254,Praia,31011259.0,2005,China funds construction of Cape Verde National Stadium,Cape Verde,ChinatoAfrica
Cape Verde,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Monte Vaca,15.08737,-23.62576,Santiago,31011259.0,2005,China funds construction of Cape Verde National Stadium,Cape Verde,ChinatoAfrica
Zimbabwe,Transport and Storage,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Commercial,unknown,0.0,0.0,Zimbabwe,452829251.938,2010,Chinese loan to purchase aircrafts,Zimbabwe,ChinatoAfrica
Lesotho,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Lesotho,17190664.903614458,2010,China Donates Computers to Lesotho Police,Lesotho,ChinatoAfrica
Lesotho,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-29.31667,27.48333,Maseru,8008.0,2009,China Donates Computers to Lesotho Ministry of Justice,Lesotho,ChinatoAfrica
Lesotho,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Lesotho,8008.0,2009,China Donates Computers to Lesotho Ministry of Justice,Lesotho,ChinatoAfrica
Lesotho,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Lesotho,4278738.0,2007,China Provides Agricultural Technical Assistance,Lesotho,ChinatoAfrica
Lesotho,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Lesotho,5432763.0,2006,China Constructs Two Rural Schools in Lesotho,Lesotho,ChinatoAfrica
Lesotho,Other Multisector,Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Lesotho,104825013.92,2011,China Provides Land Use Training and Technical Assistance to Lesotho,Lesotho,ChinatoAfrica
Lesotho,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-29.31667,27.48333,Maseru,4328298.768421053,2003,China donates corn to Lesotho,Lesotho,ChinatoAfrica
Lesotho,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Lesotho,4328298.768421053,2003,China donates corn to Lesotho,Lesotho,ChinatoAfrica
Mozambique,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Maputo,0.0,0.0,Mozambique,24729529.0,2004,China to fund construction of new Mozambican Foreign Ministry Building,Mozambique,EcologicallySensitive
Mozambique,Government and Civil Society,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Mozambique,50307924.0,2010,China funds construction of Mozambican Office of Auditor-General,Mozambique,EcologicallySensitive
Mozambique,Other Social infrastructure and services,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Zimpeto, Maputo",-25.86833,32.56944,Zimpeto,8037097.0,2004,China Finances Low-Income Housing Units in Mozambique,Mozambique,EcologicallySensitive
Zimbabwe,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Chitungwiza Central Hospital, Zimbabwe",-18.01274,31.07555,Chitungwiza,14300970.89090909,2011,Chemistry analyzers for Chitungwiza Central Hospital,Zimbabwe,ChinatoAfrica
Zimbabwe,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Chitungwiza Central Hospital, Zimbabwe",-17.82772,31.05337,Harare,14300970.89090909,2011,Chemistry analyzers for Chitungwiza Central Hospital,Zimbabwe,ChinatoAfrica
Zimbabwe,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Arda Transau, Manicaland, Zimbabwe",-19.0,32.41667,Manicaland,32472457.33950617,2011,Chinese provincial government pledges computer to twinned Zimbabwe province,Zimbabwe,ChinatoAfrica
Zimbabwe,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Arda Transau, Manicaland, Zimbabwe",-18.96167,32.40557,Odzi,32472457.33950617,2011,Chinese provincial government pledges computer to twinned Zimbabwe province,Zimbabwe,ChinatoAfrica
Sierra Leone,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.484,-13.22994,Freetown,17190664.903614458,2006,China Donates Office Supplies to Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,8.484,-13.22994,Freetown,17190664.903614458,2009,China Donates Office Supplies to the Ministry of Foreign Affairs in Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,Other Multisector,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,8.4351,-13.21793,Regent,104825013.92,2011,China funds construction of Charlotte hydropower project in Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,Other Multisector,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,8.76609,-12.78696,Port Loko,104825013.92,2011,China funds construction of Charlotte hydropower project in Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,Other Multisector,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,8.43194,-13.28972,Freetown,104825013.92,2011,China funds construction of Charlotte hydropower project in Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,Other Multisector,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,8.484,-13.22994,Freetown,104825013.92,2011,China funds construction of Charlotte hydropower project in Sierra Leone,Sierra Leone,ChinatoAfrica
Sierra Leone,Other Multisector,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Freetown,8.75733,-12.79258,Bankasoka,104825013.92,2011,China funds construction of Charlotte hydropower project in Sierra Leone,Sierra Leone,ChinatoAfrica
